"Material Incidents of Discrimination and/or Harrassment - New York City
2016-17",,,,,,,,** Schools Closed at the end of the school year will not be included in this file.,,,,,,,,,,,,
"This report is a summary of data submitted to NYSED by public and charter schools regarding material incidents of harassment, bullying and discrimination on school grounds or a school function as required by the Dignity for All Students Act.",,,,,,,,,,,,,,,,,,,,
County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Nature Of Material Incidents Of Discrimination And/Or Harassment,,,,,,,,,,,,
,,,,,,,,Race,"Ethnic
Group","National
Origin",Color,Religion,Religious Practice,Disability,Gender,Sexual Orientation,Sex,Weight,Other,Total
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 33 CHELSEA PREP,310200010033,Elementary,NEW YORK CITY,Public,623,0,0,0,0,0,0,0,0,0,0,0,1,1
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 40 AUGUSTUS SAINT-GAUDENS,310200010040,Elementary,NEW YORK CITY,Public,650,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 41 GREENWICH VILLAGE,310200010041,Elementary,NEW YORK CITY,Public,700,1,0,0,0,0,0,0,0,0,0,0,0,1
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 42 BENJAMIN ALTMAN,310200010042,Elementary,NEW YORK CITY,Public,655,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,AMERICAN SIGN LANG & ENG SECONDAR,310200010047,Senior High,NEW YORK CITY,Public,182,0,0,0,0,0,0,0,1,1,0,0,1,3
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 51 ELIAS HOWE,310200010051,Elementary,NEW YORK CITY,Public,391,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 59 BEEKMAN HILL INTERNATIONAL,310200010059,Elementary,NEW YORK CITY,Public,571,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 77 LOWER LAB SCHOOL,310200010077,Elementary,NEW YORK CITY,Public,358,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 89,310200010089,Elementary,NEW YORK CITY,Public,415,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,JHS 104 SIMON BARUCH,310200010104,Middle,NEW YORK CITY,Public,1140,1,0,1,0,0,0,0,1,4,0,1,4,12
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 111 ADOLPH S OCHS,310200010111,Elementary,NEW YORK CITY,Public,335,0,0,0,0,0,0,0,1,0,0,1,3,5
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,EAST SIDE MIDDLE SCHOOL,310200010114,Middle,NEW YORK CITY,Public,443,0,0,0,0,0,0,0,0,0,0,0,3,3
MANHATTAN,NYC GEOG DIST # 2 - MANHATTAN,PS 116 MARY LINDLEY MURRAY,310200010116,Elementary,NEW YORK CITY,Public,579,0,0,1,0,0,0,0,0,0,0,0,0,1
